"","countrykey","country","year","polity5","democracy","gdppc","enrol_gross","primcomp","primcom_male","primcom_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","service","oil","natural","literacy","lit_male","lit_fem","infant","health_ex","hospital","tuberculosis","life","life_male","life_female","unemploy","urban","attend","prenatal","military","un_continent_name","un_region_name"
"205","IRN","IRAN",1987,-6,0,2513.1511156474,104.805397033691,NA,93.2199172973633,74.140022277832,84.43713,16.3027843168383,NA,NA,NA,6.00533842477042,NA,48.7143002562548,NA,56.0601225473907,11.7165752598757,12.1574796528458,NA,NA,NA,NA,NA,1.51049995422363,NA,62.823,59.9,66.268,NA,NA,NA,NA,5.88910778863281,"Asia","Southern Asia"
"206","IRN","IRAN",1988,-6,0,2234.46235141339,106.559440612793,NA,93.0466079711914,76.8656387329102,85.16197,15.3850143787082,NA,NA,NA,5.43455242310344,NA,48.8087799009796,NA,58.0130428613027,11.0534011695511,11.6910176676536,NA,NA,NA,NA,NA,1.48370003700256,NA,63.446,60.453,66.963,NA,NA,NA,NA,6.269777621033,"Asia","Southern Asia"
"207","IRN","IRAN",1989,-6,0,2124.97214820342,107.15193939209,NA,93.1952896118164,78.0823974609375,85.4723,15.576819225893,NA,NA,NA,5.36975044366856,NA,48.8783379316709,NA,56.0906593136274,17.7018963845968,18.3952171882248,NA,NA,NA,NA,NA,NA,NA,65.718,63.91,67.727,NA,NA,NA,NA,4.55798049268961,"Asia","Southern Asia"
"208","IRN","IRAN",1990,-6,0,2137.94222739878,108.697570800781,NA,94.4804077148438,80.8608474731445,91.44414,12.4908605575982,NA,NA,0,5.57223654550186,NA,48.9276738378555,NA,53.1981355271235,23.2912360336472,23.9854435223543,NA,NA,NA,NA,NA,1.4330999851,NA,64.367,62.611,66.32,NA,NA,NA,NA,2.94265012534759,"Asia","Southern Asia"
"209","IRN","IRAN",1991,-6,0,2194.43906802841,110.505432128906,NA,98.7398834228516,84.286376953125,NA,12.0142415524679,NA,NA,0,6.16189081195031,NA,48.9726061993838,NA,53.2610836636529,NA,NA,66,74,56,NA,NA,NA,NA,66.459,64.537,68.596,NA,NA,NA,NA,2.16970796657052,"Asia","Southern Asia"
"210","IRN","IRAN",1992,-6,0,1957.48507794252,111.577987670898,NA,102.307891845703,88.1600875854492,95.09933,12.0543300718568,NA,NA,0,6.88118064602608,NA,49.0106976085946,NA,52.6609305620348,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.776,64.722,69.069,NA,NA,NA,NA,1.78930544437356,"Asia","Southern Asia"
"211","IRN","IRAN",1993,-6,0,1038.10985680796,110.515289306641,NA,104.113288879395,90.9516525268555,NA,10.3983707069825,NA,NA,0,3.86024599156306,NA,49.0333391831586,NA,48.6934181164886,29.3853282211644,30.8421065078492,NA,NA,NA,NA,NA,NA,NA,67.139,65.167,69.323,NA,NA,NA,NA,1.70036120174971,"Asia","Southern Asia"
"212","IRN","IRAN",1994,-6,0,1167.7627251321,109.218978881836,NA,101.47534942627,90.6412200927734,NA,10.5515623448484,NA,NA,0.000408332,4.37123611620784,NA,49.0553416100516,NA,48.205149464744,24.2190216392295,25.8095921553796,NA,NA,NA,NA,NA,NA,NA,67.468,65.346,69.827,NA,NA,NA,NA,2.07301000512615,"Asia","Southern Asia"
"213","IRN","IRAN",1995,-6,0,1550.0095955237,108.151512145996,NA,104.533256530762,94.7074432373047,NA,12.6102361430429,NA,NA,0.004179752,6.22079867839147,NA,49.0860440191792,NA,49.9041053360352,19.3040585759505,20.7724689741647,NA,NA,NA,NA,NA,NA,NA,67.785,65.743,70.038,NA,NA,NA,NA,2.15416588498039,"Asia","Southern Asia"
"214","IRN","IRAN",1996,-6,0,1914.78121290985,107.62281036377,NA,NA,NA,NA,10.3464772314166,NA,NA,0.01582608,7.94631513984084,NA,49.1168367879932,NA,48.8097255653662,19.6685614584308,20.9894625885333,73,80,66,NA,NA,1.6000000238,NA,68.07,65.692,70.748,NA,NA,NA,NA,2.24486451064281,"Asia","Southern Asia"
"215","IRN","IRAN",1997,3,0,1790.06617576107,105.32071685791,NA,102.268379211426,93.9185028076172,91.55973,9.81269950021503,NA,NA,0.046756094,10.1579620986255,NA,49.1496502675007,NA,52.4764737589279,18.0436980240134,19.7567159419881,NA,NA,NA,NA,NA,NA,NA,68.359,66.031,70.968,NA,NA,NA,NA,2.49887472505777,"Asia","Southern Asia"
"216","IRN","IRAN",1998,3,0,1709.19334095949,105.111541748047,NA,NA,NA,NA,11.5550578926179,NA,NA,0.099815221,8.64437605391793,NA,49.1843108336613,NA,57.1684307665738,11.6492107603037,13.3950142635049,NA,NA,NA,NA,NA,NA,NA,68.73,66.472,71.23,NA,NA,NA,NA,2.62907924769004,"Asia","Southern Asia"
"217","IRN","IRAN",1999,3,0,1739.59462001971,102.91845703125,NA,NA,NA,85.42788,9.91498621544411,NA,NA,0.378569095,8.32782333658207,NA,49.2185584161305,NA,53.4409524072474,16.7896155043784,18.626607792413,NA,NA,NA,NA,NA,NA,NA,69.297,66.925,71.942,NA,NA,NA,NA,2.40455173780106,"Asia","Southern Asia"
"218","IRN","IRAN",2000,3,0,1650.01385832603,101.769493103027,NA,98.6866073608398,92.3347702026367,86.13483,9.06841932716681,NA,NA,0.93419,5.86128209638759,NA,49.2518676114795,NA,51.4166442623236,30.6637746707723,33.082196505073,NA,NA,NA,NA,4.72250843,1.59,23,69.691,67.337,72.297,NA,NA,NA,NA,2.29504222152572,"Asia","Southern Asia"
"219","IRN","IRAN",2001,3,0,1881.02266634748,103.052101135254,NA,100.59725189209,94.624382019043,NA,8.31084200243545,NA,NA,1.48422,5.74690355849208,NA,49.2844237914055,NA,52.3210997521586,21.4882168458321,24.0565282820387,NA,NA,NA,NA,5.16087341,1.64,22,69.955,67.591,72.559,NA,NA,NA,NA,2.41817929679324,"Asia","Southern Asia"
"220","IRN","IRAN",2002,3,0,1891.25756092031,103.720642089844,NA,97.3131866455078,91.6623306274414,97.12907,7.82554689746741,NA,NA,4.62618,4.99437771164826,NA,49.3077313984711,NA,47.6983837464602,20.4437414632993,22.901560055169,77,84,70,NA,4.65182209,1.65,21,70.445,68.173,72.923,NA,NA,NA,NA,2.17457636612743,"Asia","Southern Asia"
"221","IRN","IRAN",2003,3,0,2208.99636553529,105.510719299316,NA,95.6533889770508,86.8864822387695,96.04654,7.45109456118,NA,NA,6.93372,5.20132534960526,NA,49.2332069674248,NA,48.770495624293,22.0449174416527,24.1803070892105,NA,NA,NA,NA,4.95589161,1.64,20,69.823,67.61,72.23,NA,NA,NA,NA,2.4050402653569,"Asia","Southern Asia"
"222","IRN","IRAN",2004,-7,0,2672.42266512669,108.460357666016,NA,100.884437561035,103.806282043457,97.76144,6.88957846937749,NA,NA,7.49,5.19532335188804,NA,49.0700081683759,NA,47.9180928345564,25.1990020398231,27.2443648124195,NA,NA,NA,NA,5.12801409,1.63,18,71.37,69.047,73.886,NA,NA,NA,NA,2.83455780463948,"Asia","Southern Asia"
"223","IRN","IRAN",2005,-6,0,3132.05081925856,109.030731201172,NA,107.310668945312,115.477478027344,95.32962,6.50138220905541,NA,NA,8.1,6.65759371533812,NA,48.9051393351006,NA,47.9812176022871,31.6076762648214,34.4823160181386,82,88,77,NA,5.29996157,1.61,17,71.838,69.513,74.356,NA,NA,NA,NA,3.03665449804817,"Asia","Southern Asia"
"224","IRN","IRAN",2006,-6,0,3618.9160136791,110.641700744629,NA,107.556060791016,103.437278747559,95.87482,7.11821124096454,NA,NA,8.76,6.21768140946726,NA,48.7568669421789,NA,49.1253327020801,31.5582038058527,34.7791285091133,82,87,77,NA,5.15990877,1.63,17,72.276,69.847,74.918,NA,NA,NA,NA,3.31519380033441,"Asia","Southern Asia"
"225","IRN","IRAN",2007,-6,0,4687.99166265915,110.374961853027,NA,105.122169494629,102.265403747559,95.12881,7.1855682314446,NA,NA,9.47,5.93768768949975,NA,48.7296650479439,NA,47.6077676806661,26.1252401169156,29.1825071901049,NA,NA,NA,NA,4.91188192,1.66,16,72.772,70.381,75.364,NA,NA,NA,NA,2.65398282115891,"Asia","Southern Asia"
"226","IRN","IRAN",2008,-6,0,5377.41150725587,109.575981140137,NA,107.967559814453,105.562309265137,NA,6.12277259123879,NA,NA,12.02,6.19780928808194,NA,48.8011818279909,NA,48.6423388029256,30.5659738980313,33.5227511829978,83,88,78,NA,5.03990459,1.64,16,72.624,70.492,74.918,NA,NA,NA,NA,2.68334192055637,"Asia","Southern Asia"
"227","IRN","IRAN",2009,-7,0,5415.52280554144,108.988128662109,NA,109.426078796387,107.22908782959,97.70461,6.92448961487588,NA,NA,13.8,7.35847804148683,NA,48.8647335817457,NA,51.4807181913201,17.5512587993854,20.3362743181973,NA,NA,NA,NA,6.11493444,1.54,17,72.698,70.543,75.011,NA,NA,NA,NA,3.04770554917662,"Asia","Southern Asia"
"228","IRN","IRAN",2010,-7,0,6291.19443652344,107.240280151367,NA,108.417427062988,106.146430969238,96.5537,6.49939072560216,NA,NA,15.9,NA,NA,48.9225608147925,NA,51.1373145247114,20.2248363529261,23.0680430493324,NA,NA,NA,NA,6.29153061,1.68,18,73.069,70.631,75.728,NA,NA,99.797248840332,96.8565225601196,2.7865480606164,"Asia","Southern Asia"
"229","IRN","IRAN",2011,-7,0,8025.68743364356,107.185096740723,NA,106.815711975098,104.619087219238,96.70394,4.64211620456629,NA,NA,19,NA,NA,48.9757027994556,NA,48.7236875755503,22.3514589221281,25.3461464486072,NA,NA,NA,NA,6.09787989,1.35,18,73.679,71.191,76.383,NA,NA,NA,NA,2.38163454250427,"Asia","Southern Asia"
"230","IRN","IRAN",2012,-7,0,8114.08099831877,107.180732727051,NA,103.648933410645,101.875770568848,97.93445,6.79693716710654,NA,NA,22.73,NA,NA,49.0070464396254,NA,50.4291162835523,18.4120723402826,21.1187189284557,84,89,78,NA,6.12235117,1.7,18,74.186,71.641,76.958,NA,NA,NA,NA,2.68660846849974,"Asia","Southern Asia"
"231","IRN","IRAN",2013,-7,0,6222.74194840326,120.710372924805,NA,NA,NA,98.63946,8.77490977276026,NA,NA,29.95,NA,NA,49.0184435840295,NA,47.6419116595481,21.2565665523955,24.9467390294435,85,90,80,NA,5.54722023,1.77,18,74.449,71.905,77.211,NA,NA,NA,NA,2.18077190909837,"Asia","Southern Asia"
"232","IRN","IRAN",2014,-7,0,5672.06372896319,111.849983215332,NA,NA,NA,99.52212,9.37842415684426,NA,NA,39.3536,NA,NA,49.026429950316,NA,49.3556902392447,21.2353758265799,24.8607811408678,85,90,80,NA,6.35239553,1.81,16,74.782,72.383,77.361,NA,NA,NA,NA,2.11655706144949,"Asia","Southern Asia"
"233","IRN","IRAN",2015,-7,0,4952.73355532178,109.025131225586,NA,101.256568908691,98.8369903564453,99.69128,10.0916014141126,NA,NA,45.335,NA,NA,49.0321469681647,NA,55.1819574554845,12.2663527393474,15.2302994765894,NA,NA,NA,NA,7.53311825,1.81,16,75.124,72.67,77.765,NA,NA,NA,NA,2.55709080686915,"Asia","Southern Asia"
"234","IRQ","IRAQ",1950,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"235","IRQ","IRAQ",1951,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"236","IRQ","IRAQ",1952,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"237","IRQ","IRAQ",1953,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"238","IRQ","IRAQ",1954,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"239","IRQ","IRAQ",1955,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"240","IRQ","IRAQ",1956,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"241","IRQ","IRAQ",1957,-4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"242","IRQ","IRAQ",1958,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"243","IRQ","IRAQ",1959,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia"
"244","IRQ","IRAQ",1960,-5,0,218.917802531101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6742046342009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85803997516632,NA,52.618,49.537,55.865,NA,NA,NA,NA,7.05063185899568,"Asia","Western Asia"
"245","IRQ","IRAQ",1961,-5,0,232.392612190864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6844970076668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.411,50.183,56.822,NA,NA,NA,NA,6.85139886867451,"Asia","Western Asia"
"246","IRQ","IRAQ",1962,-5,0,240.653442461626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6848173188785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.326,51.029,57.811,NA,NA,NA,NA,6.91081661891118,"Asia","Western Asia"
"247","IRQ","IRAQ",1963,-5,0,235.513623763733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6773276953044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.948,51.525,58.574,NA,NA,NA,NA,8.25088464260439,"Asia","Western Asia"
"248","IRQ","IRAQ",1964,-5,0,269.423092996101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6669343568109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.633,52.349,59.083,NA,NA,NA,NA,7.95651389390112,"Asia","Western Asia"
"249","IRQ","IRAQ",1965,-5,0,284.77757098584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6528478357053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.616,53.335,60.05,NA,NA,NA,NA,8.87326656394453,"Asia","Western Asia"
"250","IRQ","IRAQ",1966,-5,0,298.205666763491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6367747525546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.348,54.005,60.848,NA,NA,NA,NA,8.52055837563452,"Asia","Western Asia"
"251","IRQ","IRAQ",1967,-5,0,290.643664484678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6151874461277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.37,55.307,61.522,NA,NA,NA,NA,8.42706237424547,"Asia","Western Asia"
"252","IRQ","IRAQ",1968,-7,0,318.832552563525,NA,NA,NA,NA,NA,16.2300628322861,NA,NA,NA,NA,NA,50.588551522639,NA,37.0903818269695,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.781,55.687,61.967,NA,NA,NA,NA,9.2208540042523,"Asia","Western Asia"
"253","IRQ","IRAQ",1969,-7,0,319.860143218706,NA,NA,NA,NA,NA,15.0251349841743,NA,NA,NA,NA,NA,50.5602680574893,NA,38.8382051759449,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.32,56.119,62.628,NA,NA,NA,NA,11.3800847457627,"Asia","Western Asia"
"254","IRQ","IRAQ",1970,-7,0,337.042912609442,NA,NA,NA,NA,NA,16.6055124157351,NA,NA,NA,NA,NA,50.5278251696607,NA,39.6535540575134,15.8858496718005,16.034068400461,NA,NA,NA,NA,NA,1.95099997520447,NA,60.186,57.189,63.246,NA,NA,NA,NA,11.1682261208577,"Asia","Western Asia"
"255","IRQ","IRAQ",1971,-7,0,383.550287036941,70.00830078125,NA,65.885627746582,23.0323390960693,57.12095,15.7933255269321,NA,NA,NA,NA,NA,50.4900122635783,NA,36.1460772833724,19.6222511460367,19.7920580765485,NA,NA,NA,NA,NA,NA,NA,60.909,57.989,63.876,NA,NA,NA,NA,10.516111033617,"Asia","Western Asia"
"256","IRQ","IRAQ",1972,-7,0,394.41834302923,70.5350723266602,NA,65.0178604125977,23.7931804656982,59.67378,18.9923329682366,NA,NA,NA,NA,NA,50.4502470383253,NA,38.8901058780577,20.4871383827218,20.6686045819373,NA,NA,NA,NA,NA,NA,NA,61.388,58.471,64.349,NA,NA,NA,NA,10.6410923728225,"Asia","Western Asia"
"257","IRQ","IRAQ",1973,-7,0,475.586335675674,71.0749816894531,NA,64.7177276611328,24.0796794891357,62.28035,13.5416666666667,NA,NA,NA,NA,NA,50.4112221453615,NA,37.4549897119342,28.9614336880603,29.1509742146843,NA,NA,NA,NA,NA,NA,NA,62.03,59.078,65.027,NA,NA,NA,NA,12.2583620265617,"Asia","Western Asia"
"258","IRQ","IRAQ",1974,-7,0,1031.25081332691,72.5513076782227,NA,56.0995597839355,20.9387493133545,64.72418,8.1860683936605,NA,NA,NA,NA,NA,50.3869352493249,NA,25.0198476873769,62.4231050158309,62.5127923677336,NA,NA,NA,NA,NA,NA,NA,60.898,56.873,65.197,NA,NA,NA,NA,12.494819419775,"Asia","Western Asia"
"259","IRQ","IRAQ",1975,-7,0,1165.88163945653,75.555419921875,NA,67.5477294921875,24.8629093170166,64.5203,7.8403744055557,NA,NA,NA,NA,NA,50.3754188453555,NA,27.3784062602219,59.3693162416573,59.5720027452484,NA,NA,NA,NA,NA,NA,NA,61.464,57.434,65.757,NA,NA,NA,NA,11.6746221161496,"Asia","Western Asia"
"260","IRQ","IRAQ",1976,-7,0,1488.54335200482,84.720100402832,NA,68.8613433837891,26.5720996856689,72.53122,8.18233835590311,NA,NA,NA,NA,NA,50.3507186788078,NA,23.6810986076674,53.2158596377084,53.4083907083666,NA,NA,NA,NA,NA,NA,NA,63.715,60.817,66.632,NA,NA,NA,NA,11.1631001695606,"Asia","Western Asia"
"261","IRQ","IRAQ",1977,-7,0,1608.79545129648,89.6258926391602,NA,88.2584915161133,35.6234703063965,73.82683,8.50773275067427,NA,NA,NA,NA,NA,50.3149205671603,NA,24.9786623877642,49.9166090990382,50.0797660399872,NA,NA,NA,NA,NA,NA,NA,64.228,61.334,67.138,NA,NA,NA,NA,9.81281342579567,"Asia","Western Asia"
"262","IRQ","IRAQ",1978,-7,0,1863.21761229727,90.6787796020508,NA,88.7251434326172,40.8043899536133,75.4489,7.84523300555793,NA,NA,NA,NA,NA,50.2811613101023,NA,26.1778537836682,46.5546857332379,46.7208993690198,NA,NA,NA,NA,NA,NA,NA,64.401,61.529,67.291,NA,NA,NA,NA,8.11775941535523,"Asia","Western Asia"
"263","IRQ","IRAQ",1979,-9,0,2871.32952195974,105.061981201172,NA,NA,NA,89.96211,5.47854430833154,NA,NA,NA,NA,NA,50.2493628499011,NA,23.5591732932158,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.791,61.91,67.69,NA,NA,NA,NA,6.14876787611163,"Asia","Western Asia"
"264","IRQ","IRAQ",1980,-9,0,3867.64500744262,107.950149536133,NA,94.6139907836914,53.6676483154297,93.51063,4.70429340485838,NA,NA,NA,NA,NA,50.24958813984,NA,22.263437894323,55.1993982523256,55.2823470502766,NA,NA,NA,NA,NA,1.94640004634857,NA,61.5,56.204,67.461,NA,NA,NA,NA,5.51152466705124,"Asia","Western Asia"
"265","IRQ","IRAQ",1981,-9,0,2700.41204790874,104.817779541016,NA,NA,NA,92.72885,8.42080215741744,NA,NA,NA,NA,NA,50.3011912712362,NA,40.2638606139122,27.1091551096744,27.1614112280031,NA,NA,NA,NA,NA,1.89310002326965,NA,59.331,52.484,67.601,NA,NA,NA,NA,10.8295344412937,"Asia","Western Asia"
"266","IRQ","IRAQ",1982,-9,0,2941.9748125381,102.983451843262,NA,NA,NA,NA,10.299889104737,NA,NA,NA,NA,NA,50.3707392474928,NA,42.0340236104666,20.0233110307364,20.0453263873823,NA,NA,NA,NA,NA,NA,NA,59.733,53.014,67.726,NA,NA,NA,NA,NA,"Asia","Western Asia"
"267","IRQ","IRAQ",1983,-9,0,2743.35449218755,99.9408874511719,NA,63.7847213745117,47.4669189453125,88.39691,11.2003803185168,NA,NA,NA,NA,NA,50.435239816519,NA,44.891846921797,20.5796519555524,20.6249877907476,NA,NA,NA,NA,NA,NA,NA,60.061,53.236,68.154,NA,NA,NA,NA,NA,"Asia","Western Asia"
"268","IRQ","IRAQ",1984,-9,0,3065.7178266236,100.355491638184,NA,NA,NA,NA,13.3455662536338,NA,NA,NA,NA,NA,50.495064507693,NA,46.7194469070642,21.0730748199989,21.1114762213136,NA,NA,NA,NA,NA,NA,NA,60.219,53.418,68.219,NA,NA,NA,NA,NA,"Asia","Western Asia"
"269","IRQ","IRAQ",1985,-9,0,3087.66394151806,100.020622253418,NA,69.7767715454102,56.4412307739258,87.40411,14.3906793322586,NA,NA,NA,NA,NA,50.5510465504038,NA,45.5928003304067,23.6158838462632,23.6666331147495,NA,NA,NA,NA,NA,NA,NA,60.68,53.922,68.547,NA,NA,NA,NA,NA,"Asia","Western Asia"
"270","IRQ","IRAQ",1986,-9,0,2940.40623181091,101.291389465332,NA,69.6184387207031,55.5643882751465,88.10204,14.8355173355173,NA,NA,NA,NA,NA,50.6036651158531,NA,52.6501501501502,14.1460394762865,14.2487427068512,NA,NA,NA,NA,NA,NA,NA,60.874,54.168,68.615,NA,NA,NA,NA,NA,"Asia","Western Asia"
"271","IRQ","IRAQ",1987,-9,0,3436.4763126353,102.563957214355,NA,61.8894386291504,52.1316719055176,89.86442,14.3107954545455,NA,NA,NA,NA,NA,50.6521528990078,NA,49.2579545454545,19.900227861851,20.0784872301704,NA,NA,NA,NA,NA,NA,NA,61.176,54.587,68.697,NA,NA,NA,NA,NA,"Asia","Western Asia"
"272","IRQ","IRAQ",1988,-9,0,3707.20841763297,103.563758850098,NA,63.4821090698242,57.3110504150391,90.97534,14.5855847510833,NA,NA,NA,NA,NA,50.7120663313071,NA,49.3392410535091,19.472485013566,19.7168569306038,NA,NA,NA,NA,NA,NA,NA,57.466,50.333,65.966,NA,NA,NA,NA,NA,"Asia","Western Asia"
"273","IRQ","IRAQ",1989,-9,0,3791.17027583399,102.608787536621,NA,65.0360107421875,53.4711494445801,89.92145,16.3961015097095,NA,NA,NA,NA,NA,50.7535902326943,NA,49.9737846618221,28.1033198518327,28.3657684421406,NA,NA,NA,NA,NA,1.71389997005463,NA,58.235,53.293,63.574,NA,NA,NA,NA,NA,"Asia","Western Asia"
"274","IRQ","IRAQ",1990,-9,0,10261.4157706888,NA,NA,NA,NA,NA,8.24886234611499,NA,NA,0,NA,NA,50.7652717339186,NA,22.2711952294529,9.43308520348142,9.49934858319275,NA,NA,NA,NA,NA,1.6596000195,NA,58.435,53.542,63.701,NA,NA,NA,NA,NA,"Asia","Western Asia"
"275","IRQ","IRAQ",1991,-9,0,22.9521327615352,111.210830688477,NA,NA,NA,NA,15.6156658406279,NA,NA,0,NA,NA,50.764983196896,NA,37.7441604085594,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.519,58.436,66.696,NA,NA,NA,NA,NA,"Asia","Western Asia"
"276","IRQ","IRAQ",1992,-9,0,30.2539012636825,92.5337600708008,NA,NA,NA,NA,19.8705741718241,NA,NA,0,NA,NA,50.7374932687534,NA,30.3255018747546,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.708,63.916,69.376,NA,NA,NA,NA,NA,"Asia","Western Asia"
"277","IRQ","IRAQ",1993,-9,0,53.7437842348819,91.1717910766602,NA,66.9285507202148,55.3473014831543,78.60533,15.5027143118743,NA,NA,0,NA,NA,50.6961155282262,NA,28.1011568897446,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.897,63.974,69.708,NA,NA,NA,NA,NA,"Asia","Western Asia"
"278","IRQ","IRAQ",1994,-9,0,198.182101881974,NA,NA,NA,NA,NA,20.1121034238266,NA,NA,0,NA,NA,50.6555326302547,NA,24.6982529006061,65.0494756773985,67.443000755851,NA,NA,NA,NA,NA,NA,NA,66.744,63.841,69.542,NA,NA,NA,NA,NA,"Asia","Western Asia"
"279","IRQ","IRAQ",1995,-9,0,619.135530927038,NA,NA,NA,NA,NA,20.5851365851446,NA,NA,0,NA,NA,50.6138017535025,NA,15.05131765776,22.2780163741492,23.0812208617925,NA,NA,NA,NA,NA,NA,NA,66.464,63.66,69.165,NA,NA,NA,NA,NA,"Asia","Western Asia"
"280","IRQ","IRAQ",1996,-9,0,485.258492784825,82.7292709350586,NA,NA,NA,76.13983,18.5970823288736,NA,NA,NA,NA,NA,50.5703858846626,NA,23.9510192134823,35.3690100952815,36.4781663325503,NA,NA,NA,NA,NA,NA,NA,66.391,63.825,68.842,NA,NA,NA,NA,NA,"Asia","Western Asia"
"281","IRQ","IRAQ",1997,-9,0,936.341170908421,NA,NA,NA,NA,NA,8.4566018849353,NA,NA,NA,NA,NA,50.524931826772,NA,17.0309479588878,31.5815439751539,32.1441683410111,NA,NA,NA,NA,NA,NA,NA,65.837,63.254,68.321,NA,NA,NA,NA,NA,"Asia","Western Asia"
"282","IRQ","IRAQ",1998,-9,0,900.937142559106,NA,NA,NA,NA,NA,10.9097070962474,NA,NA,NA,NA,NA,50.4777490342766,NA,19.3984145894094,36.6105813767315,37.1258114796528,NA,NA,NA,NA,NA,1.4500000477,NA,65.486,63.004,67.868,NA,NA,NA,NA,NA,"Asia","Western Asia"
"283","IRQ","IRAQ",1999,-9,0,1560.36466710272,92.7501068115234,NA,62.0991287231445,50.0989608764648,90.0423,7.20350392397431,NA,NA,NA,NA,NA,50.4302979875174,NA,13.5681519568618,36.719435347494,37.017920402799,NA,NA,NA,NA,NA,NA,NA,66.182,63.295,69.002,NA,NA,NA,NA,NA,"Asia","Western Asia"
"284","IRQ","IRAQ",2000,-9,0,1980.18916038782,90.0989379882812,NA,60.0405006408691,48.7077407836914,88.89713,4.63474550697269,33.89419,NA,NA,NA,NA,50.3846330846932,NA,10.8591155618071,48.5807178166885,48.8587830406916,74,84,64,NA,NA,1.2,50,66.817,63.734,69.849,NA,NA,72.6624548435211,NA,NA,"Asia","Western Asia"
"285","IRQ","IRAQ",2001,-9,0,1435.695683789,NA,NA,NA,NA,NA,6.9309570545315,NA,NA,0.1,NA,NA,50.3415689598791,NA,16.0846586114048,49.1960317224957,49.5653017649245,NA,NA,NA,NA,NA,1.3,50,67.034,64.041,69.965,NA,NA,NA,NA,NA,"Asia","Western Asia"
